Name_CD,90252016907,90265016907,90266016907,90559016907,90560016907,90567016907,90571016907,90576016907,90578016907,90581016907,90585016907,#N/A,90406016907,90410016907,90412016907,90416016907,90420016907,90251016907,90254016907,90217016907,90229016907,90232016907,90237016907,90239016907,90421016907,90422016907,90423016907,90426016907,90430016907,90439016907,90441016907,90444016907,90449016907,90450016907,90280016907,90281016907,90283016907,90289016907,90225016907
CL(68:3),33.02534144,46.50642035,25.96175906,90.49304493,110.9930981,19.00114819,34.63180577,61.77009648,52.73457701,76.48869435,44.65857721,63.26481887,70.59652043,67.34077309,47.89562377,61.66939288,52.35735053,16.72876099,33.9408581,4.25018411,5.300884751,14.08941643,17.46248555,46.26121367,22.28323962,21.3196052,26.47528663,16.41178771,18.15866111,45.21616829,44.17706275,28.64606234,23.42822527,27.80311932,17.3892792,22.27507607,25.88294755,22.35694424,14.48038188
CL(68:4),30.28104883,29.22606244,15.70231549,62.77531932,79.69725811,15.86845525,20.75456399,45.40453769,40.00143129,53.82053902,37.21368327,63.94959535,45.14676249,33.99493049,46.03718679,39.45006569,35.47209429,8.415006353,25.66589477,5.028788057,4.139829443,20.83999899,14.26046105,39.63688833,27.29698301,17.60350516,23.21249175,14.09644924,13.85730808,45.0733799,33.60469873,22.68906399,22.78526001,17.02710761,21.89822732,30.22278088,25.14955577,29.92058734,17.32856493
CL(68:6),10.84256145,4.83262468,5.011169431,12.68728419,11.13065532,9.135558289,9.876683304,10.01987728,12.82209752,7.150878606,8.06501082,24.94231633,5.48159541,9.379682661,16.86852088,11.19699686,5.57946444,9.144206624,6.514559193,11.65962237,5.950927804,32.01163906,11.50330186,4.977302876,16.93142444,3.323577384,7.033523945,4.979177032,5.672881208,6.344558552,5.96605189,3.387272522,7.592611712,3.698357129,8.269169646,1.662197458,12.58286207,6.024642606,1.11090798
CL(70:4),50.80549369,53.98790633,50.54397073,117.3438341,114.3026563,33.81692807,46.69664953,81.96697237,59.43399798,101.5827131,69.65924223,85.21658341,63.88969258,70.35678284,65.98236482,65.56028855,63.37009706,28.28678751,56.68133531,6.022396812,6.96502917,14.56596719,18.51621213,47.15420125,32.26020747,24.2350077,37.24306578,18.81877696,30.7326531,54.7513293,57.75061107,35.72647194,32.56811299,39.41328237,17.17513276,19.11207965,26.21908964,18.70206826,10.28766348
CL(70:5)>CL(16:1_18:1_18:1_18:2),135.7926228,123.5730929,95.20524976,284.187871,285.6327988,103.4092055,116.7785562,222.1723062,200.5857562,270.2990852,201.7002067,293.3460359,138.8424521,138.7543175,239.9383703,160.5319628,153.6868034,65.28803765,160.4769824,33.28848796,33.62053324,72.17714944,65.5062897,134.8571185,138.1497589,83.76511294,128.8791865,69.04167467,83.99294355,204.3328081,176.1252662,120.6046323,120.7300227,109.9358141,78.00676188,91.06884292,115.9777337,76.9262207,52.57127131
CL(70:6)>CL(16:0_18:2_18:2_18:2),109.3126857,111.5977025,93.29802065,238.6359773,224.8328903,82.14110582,93.3339553,168.6570639,158.1808059,181.8524041,151.2241638,269.1109063,118.5630558,122.1527499,161.8261886,137.9643892,132.8065085,70.24022413,121.3179422,45.83975063,31.44297584,104.8064826,59.03803027,89.32555485,119.243832,72.6176601,97.04611458,51.54812228,59.31124593,148.4737322,122.2834719,89.67341629,87.81766863,69.46269796,69.31074778,108.4072779,97.19560243,94.11875799,56.02564351
CL(70:7)>CL(16:1_18:2_18:2_18:2),81.45151327,64.45478598,63.89478877,102.7640497,100.9188347,50.54843338,56.45830531,97.41460699,76.5589674,56.97065988,53.23916453,158.4872074,45.31171355,70.59045396,100.2258963,79.3723711,52.81478708,74.89739517,46.16685357,59.4358258,38.09896486,167.4264474,63.50719094,42.37397721,58.96176013,16.73624242,35.05003643,24.54811791,41.11174358,24.96735244,25.50465573,25.73081297,26.81574139,19.0291165,33.69834589,24.26864235,52.56759354,41.07981398,19.98725491
CL(72:6)>CL(18:1_18:1_18:2_18:2),206.7728936,149.2444277,209.575378,367.116017,320.8910201,197.0787408,195.7287386,304.9126548,275.4636207,316.6447731,290.5639227,448.5288002,93.43349295,176.7024077,311.8889937,214.7582563,202.2801378,158.6122519,220.3017566,82.70605873,63.65571824,145.8050389,133.5585294,128.559027,215.5260519,92.10519462,168.6713744,100.3141757,155.0906656,167.2933505,136.1525214,88.20196839,180.9197633,141.1829749,64.11710588,73.41589374,150.5294196,55.71928587,44.92440116
CL(72:7)>CL(18:1_18:2_18:2_18:2),760.7040925,654.7499016,746.1093012,1551.478264,1484.76754,884.450017,855.5607079,1111.675924,1080.638282,1127.062096,1178.273019,2209.39549,604.9731301,816.2402012,1644.993688,914.2452202,851.6826929,662.3793854,897.0864211,475.8176479,338.3559014,898.1731677,582.4549131,460.1364298,1222.893074,467.4043683,718.0391368,467.099529,594.3584921,758.5190954,868.0925326,610.7883488,845.2616435,567.1204583,493.6233723,417.8275337,908.1133739,447.1965619,295.0942078
CL(72:8)>CL(18:2/18:2/18:2/18:2),1241.389097,961.6100779,1150.329563,2509.450532,2632.930262,2017.02722,1733.344869,2149.043587,2074.850886,1846.135155,2376.660551,3403.403895,1238.699983,1280.00056,2874.110721,1657.508395,1650.705008,1383.83297,1717.727919,1142.933076,710.8778646,2188.660666,1328.186763,1123.86107,2620.96688,952.5755431,1640.854853,999.3672032,1366.920188,1597.541793,1791.548478,1062.608712,1788.959098,1285.684887,1396.136011,1573.620502,2025.542598,1023.900963,874.007242
CL(72:9),36.47277274,32.87096009,22.70950169,63.09975713,48.7907454,21.4829917,23.83599237,32.7425257,39.6567162,41.84363299,42.72717199,34.01153457,35.2431247,22.42801453,36.29900421,27.96911034,36.45452001,18.66699736,27.05954388,17.74243297,10.33978911,19.9787907,13.82045315,30.45278241,27.73436751,20.39918591,22.4604953,12.1740145,17.1345012,42.08091781,39.68331789,35.3213216,20.67134805,23.95252586,22.78646526,33.32296287,47.36644055,36.38160977,21.24638918
CL(74:8),33.82256704,24.31608338,42.16498761,63.64527092,50.08572827,34.63106632,42.30751253,45.41026266,46.32373939,46.73364636,51.50053699,99.68221817,24.51239162,42.5523089,75.87467546,37.12639813,37.64914268,30.5476545,40.93352267,16.70090159,10.95245512,32.63740016,20.82353049,16.17124842,44.35626152,14.37636066,31.19215506,17.9395315,26.60604409,31.06381255,30.5500326,23.56552523,33.95163532,24.27437181,15.50001959,14.97971589,29.85652871,16.26451566,11.19358245
CL(74:9),76.61243646,57.83956098,81.65874158,119.2540503,117.7351719,82.84555192,61.77892393,115.7322327,97.43977869,100.4188523,87.39737792,157.4088218,53.15290014,73.2412435,110.7146433,65.14344909,81.6610812,58.995192,90.14171717,33.5538684,27.00077109,56.15354848,51.24042597,45.34990127,77.55129154,33.2651049,60.58940321,38.96765465,58.83238125,63.69754402,77.7151599,53.8286296,69.37622783,54.13356995,37.8121916,23.23731333,67.53004488,34.48917012,21.94638628
CL(74:9),45.5236184,33.0731085,29.62318358,69.24663088,55.72442285,47.63830662,28.95958536,37.38910095,49.1606221,39.31905288,35.70457387,89.13067802,33.03718436,49.46399783,66.27032128,54.44634506,39.0242156,36.4053321,47.90600391,35.01336797,20.77301127,66.87148232,39.48920874,21.85492014,45.69449797,12.29309307,30.56805248,13.59249926,35.95609482,22.1168248,24.29475715,20.45911957,27.82109865,13.59964424,19.97803481,17.05151431,28.52520883,18.45976082,17.75219925
CL(74:10)>CL(18:1_18:2_18:2_20:5),216.2505919,183.6613293,179.8796314,357.0838459,331.1491293,242.0654233,244.6988672,285.5692413,269.6209331,280.5414747,282.9574249,332.761812,170.5829881,224.8427704,361.5057054,232.8772994,235.8078448,160.0850835,229.0403246,144.1594791,110.6593979,269.2453265,168.5754098,141.4298957,305.1699107,135.7706637,211.4853287,141.0429107,176.6463272,212.8263347,231.9128114,173.2637297,227.8996927,179.4355369,156.8338902,132.5266511,264.72807,129.5643669,95.99365448
CL(74:11)>CL(18:2_18:2_18:2_20:5),295.2191717,236.051065,280.3873019,452.13732,468.3453671,435.404538,384.4262012,414.6719505,414.0743084,391.3467441,450.6242904,534.6701239,297.0252082,280.9304605,485.2683037,353.6590183,336.8818173,311.0032228,360.0146279,281.7807477,194.1339935,417.8271389,320.7662656,269.6403355,472.5975615,243.3942252,352.3305966,241.2804012,322.3938501,341.5542414,386.3051219,266.4023986,372.624015,309.661857,331.9591103,352.5284865,459.8240526,244.8168132,244.7039094