Name_CD,9.0245E+12,9.0248E+12,9.0252E+12,9.0265E+12,9.0266E+12,9.0559E+12,9.056E+12,9.0564E+12,9.0567E+12,9.0571E+12,9.0576E+12,9.0578E+12,9.0581E+12,9.0585E+12,9.0587E+12,9.0406E+12,9.041E+12,9.0412E+12,9.0416E+12,9.042E+12,9.0251E+12,9.0254E+12,9.0258E+12,9.0259E+12,9.0267E+12,9.0217E+11,9.0229E+11,9.0232E+11,9.0237E+12,9.0239E+12,9.0421E+12,9.0422E+12,9.0423E+12,9.0426E+12,9.043E+12,9.0439E+12,9.0441E+12,9.0444E+12,9.0449E+12,9.045E+12,9.028E+12,9.0281E+12,9.0283E+12,9.0289E+12,9.0292E+12,9.0218E+11,9.0222E+11,9.0223E+11,9.0225E+11,9.0227E+11
CL(70:7),84.68648357,103.9317967,62.26664237,72.36583209,83.39317654,67.25547234,73.10808189,50.88566104,44.97627152,81.41830202,57.56269729,46.38957938,50.23094917,83.61388086,66.43711345,47.3213969,45.06602253,70.327102,87.10855292,51.51024496,68.15277431,74.40768096,102.6795615,44.32777222,64.38698799,69.36342274,89.75669251,76.26645978,103.5172321,112.9001444,84.90834252,58.8988143,72.73626833,59.21374259,77.07085198,53.200137,72.13109463,74.91287928,63.65183739,61.7674612,94.23094995,61.4736442,104.6691966,74.33577055,67.80517247,65.72207421,66.49433773,70.45492835,67.09419383,80.33934646
CL(72:6)>CL(18:1_18:1_18:2_18:2),160.601676,186.823795,127.1068275,199.2927452,159.1515994,193.6698174,142.5629237,223.9765523,215.2382667,379.2455531,263.222804,246.1195806,254.5929996,409.2065989,160.9177266,168.9634669,118.2393503,228.076107,153.5578085,177.5148457,94.92949987,233.138907,203.4143438,145.5360487,211.9760006,154.581698,154.4848763,177.8359616,181.1665881,209.8781276,305.4862885,141.2314226,223.7999189,137.4284622,272.9994343,241.7531838,333.3843859,351.6370198,166.1351963,251.4575234,251.7198881,146.2162011,229.1776363,174.7127613,189.6274848,218.0148584,153.1957352,247.4372631,162.4361579,215.4122226
CL(72:7)>CL(18:1_18:2_18:2_18:2),1301.75846,1031.582333,569.8698176,861.9858789,1061.014204,1126.974541,982.9522942,942.4730984,794.5517721,1758.010446,1066.94801,898.2722915,970.6361204,1941.320553,1138.378718,823.1668542,572.3363113,1072.089738,1146.606168,794.8814979,634.3408336,1227.55399,1270.919549,726.4029251,1045.699226,857.3364802,773.9438064,836.8092118,993.5755451,1255.828741,1253.225522,980.3484259,869.0428625,703.4375828,1125.944737,845.9972803,1291.375954,1206.146864,1101.223542,1048.840472,1168.556517,835.8349927,1145.76918,896.3165744,941.9321323,1000.677499,1072.203269,1240.784477,928.2723285,1250.591681
CL(72:8)>CL(18:2/18:2/18:2/18:2),3329.021677,3257.185296,2046.499299,2616.866999,2585.569524,2625.219642,2618.720989,2070.785562,1649.367167,3122.74119,2146.519353,1880.413152,1845.991235,3356.39658,2591.922771,1753.956296,1585.01326,2928.21507,3529.744581,2013.974529,2883.265609,3058.156459,4258.351606,2185.578962,2954.127249,2825.6691,3222.470453,3161.558385,3491.615683,3745.002859,2932.032177,2373.367829,2201.457793,2177.584981,2316.729357,1640.716444,2456.980939,1857.056418,2317.361517,2103.650751,3443.189105,2931.082838,3824.527064,2585.141858,2505.779151,3355.72261,3724.665169,3277.808308,3343.029179,4759.63477
CL(72:9),43.54670135,46.03265966,34.50426715,45.33394841,37.50053121,48.27436133,40.35179308,29.28230172,23.06866895,54.4825652,30.00827743,42.11486543,27.40222649,48.15698391,30.32418927,32.16630975,28.37919404,40.30402447,47.10782141,34.24546494,34.66925619,44.56481144,69.1125495,36.57437535,35.98768117,39.43997183,53.54286526,52.20568996,48.50757279,76.73923829,58.39560967,43.69788337,37.20655571,33.21661733,46.98709147,17.2283774,43.13617358,37.38047343,36.23134578,37.01446328,91.85331469,60.89471554,79.32369011,55.65871056,47.65678868,63.17439227,62.95120881,57.46266281,33.02553715,76.99680198
CL(74:10)>CL(18:1_18:2_18:2_20:5),237.5755611,217.3872311,166.4926779,126.0211726,190.2823605,215.7778918,213.7720215,213.7070405,177.3829153,316.3831009,249.1103865,216.5805458,196.4340626,243.2337418,210.5918994,142.9401471,136.0798016,197.4952313,233.3593221,169.058579,161.4168365,195.2776987,121.2792101,168.4588615,205.5629506,177.0348374,177.7775576,177.2566382,196.7408415,207.7868107,194.8031683,228.6079607,193.7447205,196.6717775,211.8096044,169.9564179,244.5907073,207.3269681,226.0404447,194.7323623,260.9893422,188.7291541,243.8629424,214.6074068,176.7814391,189.3472797,200.5865151,206.7821861,178.8797516,211.0537856
CL(74:11),344.0902678,529.9851201,230.1376926,259.8852965,259.8030123,432.4440116,366.0173325,364.8811407,300.9388182,301.4720702,193.0158817,335.1099581,224.2902313,278.6478652,275.6405164,349.1288657,250.1949528,505.8656771,515.4783836,323.6562178,640.2016674,377.6412868,298.2863029,379.791566,514.7981586,385.412059,281.7401493,502.086399,398.9411176,321.8044103,405.4798564,427.5962854,201.6172363,505.4927973,240.4317908,319.5059794,227.6993084,174.5312047,429.6165538,217.0489515,442.330391,471.6221226,366.3077627,394.9765023,289.1461644,291.126935,456.6898257,277.850852,439.6716197,368.2411692
CL(74:8)>CL(18:2_18:2_18:2_20:2)_and_CL(18:1_18:2_18:2_20:3),95.5881461,70.72944475,59.62939532,90.83720839,101.3708032,57.3776936,90.83136439,77.43451735,62.71237258,140.3610478,68.68403203,70.64519865,80.05733667,201.3524466,104.4667641,50.48231654,66.25452643,92.48266118,80.14903523,68.94826561,62.91769993,114.3934207,98.99085478,61.98516109,102.9303305,73.77069747,67.76641819,65.71397841,84.91585421,97.31449434,124.7682406,81.62453539,64.39500602,55.51148279,112.4774459,73.54129289,86.83293087,91.29913416,98.09069708,53.7061499,99.08834283,51.72095143,73.82073333,66.33428075,85.60818686,99.2112316,65.89508306,98.30088934,60.80969663,121.2945932
CL(74:9),89.11889777,52.7081882,42.99599421,72.22913481,81.34803087,79.80882546,77.03371,49.31733809,67.62270312,129.5965007,90.12339746,78.03055079,79.396066,142.4222926,85.10850796,61.66357551,43.07654249,71.88896724,78.62760808,40.67978965,37.49112282,69.41760263,82.62860268,54.94238568,69.20867891,62.18233646,55.43223854,57.99368618,75.48065835,80.45422713,95.30760359,45.58402681,81.28219489,56.2941689,59.77266289,83.83740824,95.71369061,132.2558092,82.62411933,88.03429281,80.90831424,47.8538285,80.29431811,62.68912999,54.32103013,69.98015821,70.25142182,81.21884911,53.36227004,79.70429895
CL(76:11)>CL(18:1_18:2_18:2_22:6),289.7158445,145.5917193,113.5422228,181.4838987,236.0947209,288.9380051,204.838973,242.4366866,257.452257,471.7392385,299.7877805,313.0447429,333.184335,711.0067748,338.9506953,238.6656032,60.68009326,271.7337746,263.1524826,202.856643,77.45948146,274.7188836,192.8634076,185.9006367,262.5432625,125.6579476,86.88678747,109.8766135,152.9733489,202.7632182,280.4872663,199.7328455,241.0516552,153.0019466,267.7163695,237.1514083,338.4955614,425.6743881,267.1782374,314.0030529,208.9204095,131.7868107,203.8591395,162.2412932,172.0132843,187.2312586,205.4115163,245.1473983,136.4590238,126.1859195
CL(76:12),735.8881671,517.2369539,352.8860491,597.3603755,786.9842916,725.9447825,708.2319321,677.8094255,654.9388836,1383.995635,786.7551334,672.9815427,846.3133423,1482.189909,807.4927607,726.7049233,489.0203196,847.8481346,932.7495711,622.396524,329.0192027,889.4465758,818.4375544,560.6675451,818.1106056,415.1721353,420.7712368,458.2256901,579.7430284,630.6219048,855.287192,652.5280874,723.1867031,513.2197725,739.5138601,639.9075616,997.5743841,898.6012209,792.6257191,807.8463038,786.4075412,556.6338621,758.6690371,552.4514232,667.0536224,678.9465157,746.6305076,839.5526671,535.5977677,636.3293142