From	To
KPYM_HUMAN	PKM
KPYR_HUMAN	PKLR
KRT35_HUMAN	KRT35
KRT84_HUMAN	KRT84
KRT85_HUMAN	KRT85
KRT86_HUMAN	KRT86
KS6B2_HUMAN	RPS6KB2
KT33B_HUMAN	KRT33B
LANC1_HUMAN	LANCL1
LATH_HUMAN	BPIFA4P
LC7L2_HUMAN	LUC7L2
LCOR_HUMAN	LCOR
LDB3_HUMAN	LDB3
LDH6A_HUMAN	LDHAL6A
LDH6B_HUMAN	LDHAL6B
LDHA_HUMAN	LDHA
LDHB_HUMAN	LDHB
LDHC_HUMAN	LDHC
LEG1_HUMAN	LGALS1
LEG9_HUMAN	LGALS9
LEO1_HUMAN	LEO1
LEP_HUMAN	LEP
LG3BP_HUMAN	LGALS3BP
LGUL_HUMAN	GLO1
LHX3_HUMAN	LHX3
LHX4_HUMAN	LHX4
LIPB1_HUMAN	PPFIBP1
LIPH_HUMAN	LIPH
LIS1_HUMAN	PAFAH1B1
LKHA4_HUMAN	LTA4H
LMCD1_HUMAN	LMCD1
LMNA_HUMAN	LMNA
LMNB2_HUMAN	LMNB2
LRC14_HUMAN	LRRC14
LRC20_HUMAN	LRRC20
LRC29_HUMAN	LRRC29
LRC39_HUMAN	LRRC39
LRC42_HUMAN	LRRC42
LRC47_HUMAN	LRRC47
LRC61_HUMAN	LRRC61
LRRF1_HUMAN	LRRFIP1
LRRF2_HUMAN	LRRFIP2
LRRN1_HUMAN	LRRN1
LUM_HUMAN	LUM
LYPA1_HUMAN	LYPLA1
LYZL4_HUMAN	LYZL4
M2OM_HUMAN	SLC25A11
M4A6A_HUMAN	MS4A6A
MA7D3_HUMAN	MAP7D3
MACOI_HUMAN	MACO1
MAGBH_HUMAN	MAGEB17
MALD3_HUMAN	MARVELD3
MAOM_HUMAN	ME2
MAP4_HUMAN	MAP4
MAP9_HUMAN	MAP9
MARCS_HUMAN	MARCKS
MBD6_HUMAN	MBD6
MCCA_HUMAN	MCCC1
MCCB_HUMAN	MCCC2
MCMBP_HUMAN	MCMBP
MDHC_HUMAN	MDH1
MDHM_HUMAN	MDH2
MDM2_HUMAN	MDM2
MED30_HUMAN	MED30
MET2A_HUMAN	METTL2A
METL9_HUMAN	METTL9
MFTC_HUMAN	SLC25A32
MGST3_HUMAN	MGST3
MGT4A_HUMAN	MGAT4A
MIF_HUMAN	MIF
MIME_HUMAN	OGN
MIPO1_HUMAN	MIPOL1
MK67I_HUMAN	NIFK
ML12A_HUMAN	MYL12A
ML12B_HUMAN	MYL12B
MLRV_HUMAN	MYL2
MMAD_HUMAN	MMADHC
MOES_HUMAN	MSN
MORN3_HUMAN	MORN3
MP2K5_HUMAN	MAP2K5
MPC1_HUMAN	MPC1
MPCP_HUMAN	SLC25A3
MPI_HUMAN	MPI
MPP7_HUMAN	MPP7
MPRIP_HUMAN	MPRIP
MPZL1_HUMAN	MPZL1
MRP1_HUMAN	ABCC1
MS3L1_HUMAN	MSL3
MSH5_HUMAN	MSH5
MSTRO_HUMAN	MRO
MT1E_HUMAN	MT1E
MTCH2_HUMAN	MTCH2
MTMR1_HUMAN	MTMR1
MTU1_HUMAN	TRMU
MXRA7_HUMAN	MXRA7
MYG_HUMAN	MB
MYH1_HUMAN	MYH1
MYH11_HUMAN	MYH11
MYH13_HUMAN	MYH13
MYH2_HUMAN	MYH2
MYH3_HUMAN	MYH3
MYH4_HUMAN	MYH4
MYH6_HUMAN	MYH6
MYH7_HUMAN	MYH7
MYH7B_HUMAN	MYH7B
MYH8_HUMAN	MYH8
MYH9_HUMAN	MYH9
MYL1_HUMAN	MYL1
MYL10_HUMAN	MYL10
MYL3_HUMAN	MYL3
MYL4_HUMAN	MYL4
MYL6_HUMAN	MYL6
MYNN_HUMAN	MYNN
MYO1D_HUMAN	MYO1D
MYOM1_HUMAN	MYOM1
MYOM2_HUMAN	MYOM2
MYOM3_HUMAN	MYOM3
MYOZ2_HUMAN	MYOZ2
MYP2_HUMAN	PMP2
MYPC3_HUMAN	MYBPC3
NANGN_HUMAN	NANOGNB
NANO3_HUMAN	NANOS3
NAR4_HUMAN	ART4
NAR5_HUMAN	ART5
NB5R1_HUMAN	CYB5R1
NB5R3_HUMAN	CYB5R3
NBPF1_HUMAN	NBPF1
NC2B_HUMAN	DR1
NCALD_HUMAN	NCALD
NCOA5_HUMAN	NCOA5
NCOR2_HUMAN	NCOR2
NCPR_HUMAN	POR
NCS1_HUMAN	NCS1
NDE1_HUMAN	NDE1
NDKA_HUMAN	NME1
NDKB_HUMAN	NME2
NDUA2_HUMAN	NDUFA2
NDUA3_HUMAN	NDUFA3
NDUA4_HUMAN	NDUFA4
NDUA5_HUMAN	NDUFA5
NDUA6_HUMAN	NDUFA6
NDUA8_HUMAN	NDUFA8
NDUA9_HUMAN	NDUFA9
NDUAA_HUMAN	NDUFA10
NDUAB_HUMAN	NDUFA11
NDUAC_HUMAN	NDUFA12
NDUAD_HUMAN	NDUFA13
NDUB4_HUMAN	NDUFB4
NDUB9_HUMAN	NDUFB9
NDUBA_HUMAN	NDUFB10
NDUBB_HUMAN	NDUFB11
NDUF6_HUMAN	NDUFAF6
NDUS1_HUMAN	NDUFS1
NDUS2_HUMAN	NDUFS2
NDUS3_HUMAN	NDUFS3
NDUS4_HUMAN	NDUFS4
NDUS5_HUMAN	NDUFS5
NDUS6_HUMAN	NDUFS6
NDUS7_HUMAN	NDUFS7
NDUS8_HUMAN	NDUFS8
NDUV1_HUMAN	NDUFV1
NDUV2_HUMAN	NDUFV2
NDUV3_HUMAN	NDUFV3
NEDD8_HUMAN	NEDD8
NELFE_HUMAN	NELFE
NEST_HUMAN	NES
NEUS_HUMAN	SERPINI1
NEUT_HUMAN	NTS
NFH_HUMAN	NEFH
NFL_HUMAN	NEFL
NFM_HUMAN	NEFM
NHP2_HUMAN	NHP2
NHRF1_HUMAN	SLC9A3R1
NHRF3_HUMAN	PDZK1
NIM1_HUMAN	NIM1K
NIPS2_HUMAN	NIPSNAP2
NIT2_HUMAN	NIT2
NKD2_HUMAN	NKD2
NKX61_HUMAN	NKX6-1
NLGN2_HUMAN	NLGN2
NMNA1_HUMAN	NMNAT1
NNRE_HUMAN	NAXE
NNTM_HUMAN	NNT
NOB1_HUMAN	NOB1
NOE1_HUMAN	OLFM1
NOS2_HUMAN	NOS2
NOSIP_HUMAN	NOSIP
NP1L2_HUMAN	NAP1L2
NPC2_HUMAN	NPC2
NPM3_HUMAN	NPM3
NPS3A_HUMAN	NIPSNAP3A
NPS3B_HUMAN	NIPSNAP3B
NPY6R_HUMAN	NPY6R
NQO2_HUMAN	NQO2
NSF1C_HUMAN	NSFL1C
NTAL_HUMAN	LAT2
NTF2_HUMAN	NUTF2
NU4M_HUMAN	MT-ND4
NU5M_HUMAN	MT-ND5
NUCL_HUMAN	NCL
NUDT4_HUMAN	NUDT4
NUP62_HUMAN	NUP62
OAZ2_HUMAN	OAZ2
ODBA_HUMAN	BCKDHA
ODF2L_HUMAN	ODF2L
ODO1_HUMAN	OGDH
ODO2_HUMAN	DLST
ODP2_HUMAN	DLAT
ODPA_HUMAN	PDHA1
ODPB_HUMAN	PDHB
OGDHL_HUMAN	OGDHL
OMP_HUMAN	OMP
OPA1_HUMAN	OPA1
OPCM_HUMAN	OPCML
OR4KE_HUMAN	OR4K14
ORC5_HUMAN	ORC5
ORC6_HUMAN	ORC6
ORNT2_HUMAN	SLC25A2
OSCP1_HUMAN	OSCP1
OTX2_HUMAN	OTX2
OX1R_HUMAN	HCRTR1
OXSM_HUMAN	OXSM
PABP1_HUMAN	PABPC1
PABP2_HUMAN	PABPN1
PACA_HUMAN	ADCYAP1
PACRG_HUMAN	PACRG
PAI2B_HUMAN	PAIP2B
PAK1_HUMAN	PAK1
PAL4A_HUMAN	PPIAL4A
PALMD_HUMAN	PALMD
PANK2_HUMAN	PANK2
PANK3_HUMAN	PANK3
PAP1M_HUMAN	PABPC1L2A
PAP1M_HUMAN	PABPC1L2B
PAPOG_HUMAN	PAPOLG
PAPS1_HUMAN	PAPSS1
PAQR4_HUMAN	PAQR4
PAR14_HUMAN	PARP14
PAR15_HUMAN	PARP15
PAR16_HUMAN	PARP16
PARK7_HUMAN	PARK7
PCBP1_HUMAN	PCBP1
PCBP2_HUMAN	PCBP2
PCCA_HUMAN	PCCA
PCCB_HUMAN	PCCB
PCDAD_HUMAN	PCDHA13
PCDC1_HUMAN	PCDHAC1
PCDG5_HUMAN	PCDHGA5
PCDGE_HUMAN	PCDHGB2
PCDGK_HUMAN	PCDHGC3
PCDH1_HUMAN	PCDH1
PCNA_HUMAN	PCNA
PCY1A_HUMAN	PCYT1A
PDCD1_HUMAN	PDCD1
PDIA1_HUMAN	P4HB
PDIA3_HUMAN	PDIA3
PDIA6_HUMAN	PDIA6
PDIP2_HUMAN	POLDIP2
PDK3_HUMAN	PDK3
PDLI1_HUMAN	PDLIM1
PDLI3_HUMAN	PDLIM3
PDLI5_HUMAN	PDLIM5
PDLI7_HUMAN	PDLIM7
PEBB_HUMAN	CBFB
PEBP1_HUMAN	PEBP1
PEG10_HUMAN	PEG10
PENK_HUMAN	PENK
PERI_HUMAN	PRPH
PGAM1_HUMAN	PGAM1
PGAM2_HUMAN	PGAM2
PGAM4_HUMAN	PGAM4
PGAP1_HUMAN	PGAP1
PGK1_HUMAN	PGK1
PGK2_HUMAN	PGK2
PGM1_HUMAN	PGM1
PGM5_HUMAN	PGM5
PGRC2_HUMAN	PGRMC2
PHAX_HUMAN	PHAX
PHB2_HUMAN	PHB2
PHF12_HUMAN	PHF12
PHF6_HUMAN	PHF6
PHP14_HUMAN	PHPT1
PHS2_HUMAN	PCBD2
PI4P1_HUMAN	PI4KAP1
PIMT_HUMAN	PCMT1
PINK1_HUMAN	PINK1
PKHF2_HUMAN	PLEKHF2
PKHH1_HUMAN	PLEKHH1
PKHH2_HUMAN	PLEKHH2
PKN3_HUMAN	PKN3
PLAK_HUMAN	JUP
PLCA_HUMAN	AGPAT1
PLIN1_HUMAN	PLIN1
PLIN3_HUMAN	PLIN3
PLIN4_HUMAN	PLIN4
PLM_HUMAN	FXYD1
PLS4_HUMAN	PLSCR4
PMM1_HUMAN	PMM1
PMVK_HUMAN	PMVK
PNMT_HUMAN	PNMT
POLH_HUMAN	POLH
POPD1_HUMAN	BVES
POTEE_HUMAN	POTEE
POTEF_HUMAN	POTEF
POTEI_HUMAN	POTEI
POTEJ_HUMAN	POTEJ
PP1A_HUMAN	PPP1CA
PP2AA_HUMAN	PPP2CA
PPAC_HUMAN	ACP1
PPCE_HUMAN	PREP
PPIA_HUMAN	PPIA
PPM1D_HUMAN	PPM1D
PPM1H_HUMAN	PPM1H
PPM1N_HUMAN	PPM1N
PPR42_HUMAN	PPP1R42
PPWD1_HUMAN	PPWD1
PQBP1_HUMAN	PQBP1
PR23B_HUMAN	PRR23B
PRA18_HUMAN	PRAMEF18
PRAF3_HUMAN	ARL6IP5
PRD14_HUMAN	PRDM14
PRDX1_HUMAN	PRDX1
PRDX2_HUMAN	PRDX2
PRDX3_HUMAN	PRDX3
PRDX5_HUMAN	PRDX5
PRDX6_HUMAN	PRDX6
PRLD1_HUMAN	PRELID1
PROF1_HUMAN	PFN1
PRS23_HUMAN	PRSS23
PRS46_HUMAN	PRSS46P
PRS6A_HUMAN	PSMC3
PRS7_HUMAN	PSMC2
PSA_HUMAN	NPEPPS
PSA1_HUMAN	PSMA1
PSA2_HUMAN	PSMA2
PSA4_HUMAN	PSMA4
PSA5_HUMAN	PSMA5
PSB2_HUMAN	PSMB2
PSB3_HUMAN	PSMB3
PSB5_HUMAN	PSMB5
PSD1_HUMAN	PSD
PSD11_HUMAN	PSMD11
PSD13_HUMAN	PSMD13
PSG2_HUMAN	PSG2
PSG4_HUMAN	PSG4
PSG5_HUMAN	PSG5
PSG8_HUMAN	PSG8
PSMD4_HUMAN	PSMD4
PSME1_HUMAN	PSME1
PSMF1_HUMAN	PSMF1
PTMS_HUMAN	PTMS
PTN1_HUMAN	PTPN1
PUR9_HUMAN	ATIC
PURA_HUMAN	PURA
PURA1_HUMAN	ADSS1
PWP2B_HUMAN	PWWP2B
PYGB_HUMAN	PYGB
PYGL_HUMAN	PYGL
PYGM_HUMAN	PYGM
QCR1_HUMAN	UQCRC1
QCR2_HUMAN	UQCRC2
QCR6_HUMAN	UQCRH
QCR7_HUMAN	UQCRB
QCR8_HUMAN	UQCRQ
QCR9_HUMAN	UQCR10
QOR_HUMAN	CRYZ
R113A_HUMAN	RNF113A
RA54B_HUMAN	RAD54B
RAB14_HUMAN	RAB14
RAB15_HUMAN	RAB15
RAB17_HUMAN	RAB17
RAB1A_HUMAN	RAB1A
RAB1B_HUMAN	RAB1B
RAB1C_HUMAN	RAB1C
RAB2A_HUMAN	RAB2A
RAB2B_HUMAN	RAB2B
RAB34_HUMAN	RAB34
RAB35_HUMAN	RAB35
RAB4A_HUMAN	RAB4A
RAB6B_HUMAN	RAB6B
RAB7A_HUMAN	RAB7A
RAB8A_HUMAN	RAB8A
RAB8B_HUMAN	RAB8B
RAB9A_HUMAN	RAB9A
RADI_HUMAN	RDX
RAN_HUMAN	RAN
RANG_HUMAN	RANBP1
RASM_HUMAN	MRAS
RB27B_HUMAN	RAB27B
RB39A_HUMAN	RAB39A
RB39B_HUMAN	RAB39B
RBM25_HUMAN	RBM25
RBM4_HUMAN	RBM4
RBM44_HUMAN	RBM44
RBP2_HUMAN	RANBP2
RCC2_HUMAN	RCC2
RDH10_HUMAN	RDH10
RED_HUMAN	IK
RFC3_HUMAN	RFC3
RGS20_HUMAN	RGS20
RGS4_HUMAN	RGS4
RGS5_HUMAN	RGS5
RHBL3_HUMAN	RHBDL3
RHG25_HUMAN	ARHGAP25
RHOV_HUMAN	RHOV
RIMS3_HUMAN	RIMS3
RIMS4_HUMAN	RIMS4
RINI_HUMAN	RNH1
RL30_HUMAN	RPL30
RL35A_HUMAN	RPL35A
RL5_HUMAN	RPL5
RL6_HUMAN	RPL6
RLA0L_HUMAN	RPLP0P6
RLA2_HUMAN	RPLP2
RM11_HUMAN	MRPL11
RM50_HUMAN	MRPL50
RMD1_HUMAN	RMDN1
RNAS8_HUMAN	RNASE8
RNF8_HUMAN	RNF8
ROA2_HUMAN	HNRNPA2B1
ROA3_HUMAN	HNRNPA3
ROGDI_HUMAN	ROGDI
RP3A_HUMAN	RPH3A
RPB2_HUMAN	POLR2B
RPC8_HUMAN	POLR3H
RPKL1_HUMAN	RPS6KL1
RPP25_HUMAN	RPP25
RPR1B_HUMAN	RPRD1B
RS13_HUMAN	RPS13
RS28_HUMAN	RPS28
RS3A_HUMAN	RPS3A
RS5_HUMAN	RPS5
RS7_HUMAN	RPS7
RSSA_HUMAN	RPSA
RU17_HUMAN	SNRNP70
RUNX2_HUMAN	RUNX2
RWD2A_HUMAN	RWDD2A
S10A1_HUMAN	S100A1
S14L6_HUMAN	SEC14L6
S22AO_HUMAN	SLC22A24
S2547_HUMAN	SLC25A47
S35A2_HUMAN	SLC35A2
S36A4_HUMAN	SLC36A4
S5A1_HUMAN	SRD5A1
SAA2_HUMAN	SAA2
SAGE1_HUMAN	SAGE1
SAM50_HUMAN	SAMM50
SAMP_HUMAN	APCS
SAP_HUMAN	PSAP
SAPC2_HUMAN	SAPCD2
SARNP_HUMAN	SARNP
SATB1_HUMAN	SATB1
SBP1_HUMAN	SELENBP1
SCLT1_HUMAN	SCLT1
SCML1_HUMAN	SCML1
SCML2_HUMAN	SCML2
SCNNA_HUMAN	SCNN1A
SCOT1_HUMAN	OXCT1
SCRN1_HUMAN	SCRN1
SDHF2_HUMAN	SDHAF2
SEC63_HUMAN	SEC63
SEH1_HUMAN	SEH1L
SELV_HUMAN	SELENOV
SEM6A_HUMAN	SEMA6A
SEP14_HUMAN	SEPTIN14
SEPT1_HUMAN	SEPTIN1
SEPT2_HUMAN	SEPTIN2
SEPT9_HUMAN	SEPTIN9
SETX_HUMAN	SETX
SFXN3_HUMAN	SFXN3
SGCZ_HUMAN	SGCZ
SH3L1_HUMAN	SH3BGRL
SHCBP_HUMAN	SHCBP1
SHOX_HUMAN	SHOX
SIA7F_HUMAN	ST6GALNAC6
SIAT1_HUMAN	ST6GAL1
SIRB1_HUMAN	SIRPB1
SIT1_HUMAN	SIT1
SIX6_HUMAN	SIX6
SKP2_HUMAN	SKP2
SLIB_HUMAN	GHRH
SMOX_HUMAN	SMOX
SMTL1_HUMAN	SMTNL1
SMYD1_HUMAN	SMYD1
SNAB_HUMAN	NAPB
SNP25_HUMAN	SNAP25
SNUT2_HUMAN	USP39
SNX12_HUMAN	SNX12
SNX29_HUMAN	SNX29
SNX3_HUMAN	SNX3
SODC_HUMAN	SOD1
SODE_HUMAN	SOD3
SODM_HUMAN	SOD2
SORCN_HUMAN	SRI
SOX13_HUMAN	SOX13
SOX2_HUMAN	SOX2
SPA13_HUMAN	SERPINA13P
SPB10_HUMAN	SERPINB10
SPB11_HUMAN	SERPINB11
SPB12_HUMAN	SERPINB12
SPB5_HUMAN	SERPINB5
SPB6_HUMAN	SERPINB6
SPB8_HUMAN	SERPINB8
SPC24_HUMAN	SPC24
SPIN1_HUMAN	SPIN1
SPRE_HUMAN	SPR
SPRY4_HUMAN	SPRYD4
SPSB1_HUMAN	SPSB1
SPT22_HUMAN	SPATA22
SRBS2_HUMAN	SORBS2
SRCA_HUMAN	SRL
SRCH_HUMAN	HRC
SREK1_HUMAN	SREK1
SRPK3_HUMAN	SRPK3
SRSF9_HUMAN	SRSF9
SSBP_HUMAN	SSBP1
SSU72_HUMAN	SSU72
ST134_HUMAN	ST13P4
ST1B1_HUMAN	SULT1B1
STAC_HUMAN	STAC
STAR_HUMAN	STAR
STAR7_HUMAN	STARD7
STB5L_HUMAN	STXBP5L
STEA4_HUMAN	STEAP4
STIP1_HUMAN	STIP1
STK4_HUMAN	STK4
STMN2_HUMAN	STMN2
STRA8_HUMAN	STRA8
STRBP_HUMAN	STRBP
STT3A_HUMAN	STT3A
STX1A_HUMAN	STX1A
SUCA_HUMAN	SUCLG1
SUCB1_HUMAN	SUCLA2
SUCB2_HUMAN	SUCLG2
SWAHA_HUMAN	SOWAHA
SYCP1_HUMAN	SYCP1
SYEM_HUMAN	EARS2
SYNEM_HUMAN	SYNM
SYPM_HUMAN	PARS2
SYRC_HUMAN	RARS1
SYT1_HUMAN	SYT1
SYT13_HUMAN	SYT13
SYWC_HUMAN	WARS1
T106C_HUMAN	TMEM106C
T126B_HUMAN	TMEM126B
T22D3_HUMAN	TSC22D3
TAF6_HUMAN	TAF6
TAGL_HUMAN	TAGLN
TAGL2_HUMAN	TAGLN2
TASP1_HUMAN	TASP1
TATD1_HUMAN	TATDN1
TB182_HUMAN	TNKS1BP1
TBA1A_HUMAN	TUBA1A
TBA1B_HUMAN	TUBA1B
TBA1C_HUMAN	TUBA1C
TBA3C_HUMAN	TUBA3C
TBA3E_HUMAN	TUBA3E
TBA4A_HUMAN	TUBA4A
TBA4B_HUMAN	TUBA4B
TBA8_HUMAN	TUBA8
TBAL3_HUMAN	TUBAL3
TBB1_HUMAN	TUBB1
TBB2A_HUMAN	TUBB2A
TBB2B_HUMAN	TUBB2B
TBB3_HUMAN	TUBB3
TBB4A_HUMAN	TUBB4A
TBB4B_HUMAN	TUBB4B
TBB5_HUMAN	TUBB
TBB6_HUMAN	TUBB6
TBB8_HUMAN	TUBB8
TBCEL_HUMAN	TBCEL
TBD_HUMAN	TUBD1
TBL1R_HUMAN	TBL1XR1
TCAL7_HUMAN	TCEAL7
TCEA1_HUMAN	TCEA1
TCF21_HUMAN	TCF21
TEC_HUMAN	TEC
TEKT1_HUMAN	TEKT1
TEKT2_HUMAN	TEKT2
TEKT5_HUMAN	TEKT5
TELT_HUMAN	TCAP
TENXA_HUMAN	TNXA
TERA_HUMAN	VCP
TESP1_HUMAN	TESPA1
TEX12_HUMAN	TEX12
TF_HUMAN	F3
TFAP4_HUMAN	TFAP4
TFPT_HUMAN	TFPT
TGM2_HUMAN	TGM2
TGM7_HUMAN	TGM7
THIK_HUMAN	ACAA1
THIL_HUMAN	ACAT1
THIM_HUMAN	ACAA2
THIO_HUMAN	TXN
THNS2_HUMAN	THNSL2
THRB_HUMAN	F2
THUM1_HUMAN	THUMPD1
TIF1B_HUMAN	TRIM28
TIGAR_HUMAN	TIGAR
TIGD7_HUMAN	TIGD7
TIGIT_HUMAN	TIGIT
TIM13_HUMAN	TIMM13
TIM9_HUMAN	TIMM9
TJAP1_HUMAN	TJAP1
TKN1_HUMAN	TAC1
TLE4_HUMAN	TLE4
TM11F_HUMAN	TMPRSS11F
TM125_HUMAN	TMEM125
TM1L2_HUMAN	TOM1L2
TMOD1_HUMAN	TMOD1
TMPSC_HUMAN	TMPRSS12
TMTC2_HUMAN	TMTC2
TMX1_HUMAN	TMX1
TNFA_HUMAN	TNF
TNNC1_HUMAN	TNNC1
TNNI3_HUMAN	TNNI3
TNNT1_HUMAN	TNNT1
TNNT2_HUMAN	TNNT2
TNR6_HUMAN	FAS
TOM22_HUMAN	TOMM22
TOMT_HUMAN	TOMT
TPIS_HUMAN	TPI1
TPM1_HUMAN	TPM1
TPM2_HUMAN	TPM2
TPM3_HUMAN	TPM3
TPM4_HUMAN	TPM4
TPP1_HUMAN	TPP1
TPRGL_HUMAN	TPRG1L
TPRKB_HUMAN	TPRKB
TRADD_HUMAN	TRADD
TRAP1_HUMAN	TRAP1
TRFE_HUMAN	TF
TRI10_HUMAN	TRIM10
TRI11_HUMAN	TRIM11
TRI17_HUMAN	TRIM17
TRI58_HUMAN	TRIM58
TRIMM_HUMAN	TRIML2
TRIP6_HUMAN	TRIP6
TRUB1_HUMAN	TRUB1
TRXR1_HUMAN	TXNRD1
TSSK3_HUMAN	TSSK3
TSTD1_HUMAN	TSTD1
TTC12_HUMAN	TTC12
TTHY_HUMAN	TTR
TVB2_HUMAN	TRBV2
TWF1_HUMAN	TWF1
TWF2_HUMAN	TWF2
TX13A_HUMAN	TEX13A
TXLNB_HUMAN	TXLNB
TXND6_HUMAN	NME9
TXND9_HUMAN	TXNDC9
UB2L3_HUMAN	UBE2L3
UBA1_HUMAN	UBA1
UBC_HUMAN	UBC
UBC12_HUMAN	UBE2M
UBE2N_HUMAN	UBE2N
UBIP1_HUMAN	UBP1
UBL4A_HUMAN	UBL4A
UBP11_HUMAN	USP11
UBP13_HUMAN	USP13
UBP16_HUMAN	USP16
UBP19_HUMAN	USP19
UBXN6_HUMAN	UBXN6
UCHL1_HUMAN	UCHL1
UCRI_HUMAN	UQCRFS1
UCRIL_HUMAN	UQCRFS1P1
UE2NL_HUMAN	UBE2NL
UGPA_HUMAN	UGP2
UHMK1_HUMAN	UHMK1
UN45B_HUMAN	UNC45B
UPP1_HUMAN	UPP1
UPP2_HUMAN	UPP2
USF2_HUMAN	USF2
VAMP3_HUMAN	VAMP3
VAMP5_HUMAN	VAMP5
VCAM1_HUMAN	VCAM1
VDAC1_HUMAN	VDAC1
VDAC2_HUMAN	VDAC2
VDAC3_HUMAN	VDAC3
VGF_HUMAN	VGF
VILI_HUMAN	VIL1
VIME_HUMAN	VIM
VINC_HUMAN	VCL
VPS11_HUMAN	VPS11
VPS25_HUMAN	VPS25
VRK1_HUMAN	VRK1
VTDB_HUMAN	GC
VTNC_HUMAN	VTN
WDR1_HUMAN	WDR1
WDR46_HUMAN	WDR46
WDR54_HUMAN	WDR54
WDR89_HUMAN	WDR89
WIT1_HUMAN	WT1-AS
WSDU1_HUMAN	WDSUB1
XIRP1_HUMAN	XIRP1
XPO5_HUMAN	XPO5
XRCC4_HUMAN	XRCC4
YBOX1_HUMAN	YBX1
YBOX2_HUMAN	YBX2
YK039_HUMAN	PRO1716
YKT6_HUMAN	YKT6
Z518B_HUMAN	ZNF518B
Z587B_HUMAN	ZNF587B
ZA2G_HUMAN	AZGP1
ZAR1_HUMAN	ZAR1
ZAR1L_HUMAN	ZAR1L
ZC3HD_HUMAN	ZC3H13
ZCHC8_HUMAN	ZCCHC8
ZHX1R_HUMAN	ZHX1-C8orf76
ZN101_HUMAN	ZNF101
ZN136_HUMAN	ZNF136
ZN140_HUMAN	ZNF140
ZN266_HUMAN	ZNF266
ZN322_HUMAN	ZNF322
ZN337_HUMAN	ZNF337
ZN415_HUMAN	ZNF415
ZN426_HUMAN	ZNF426
ZN433_HUMAN	ZNF433
ZN442_HUMAN	ZNF442
ZN480_HUMAN	ZNF480
ZN491_HUMAN	ZNF491
ZN534_HUMAN	ZNF534
ZN555_HUMAN	ZNF555
ZN564_HUMAN	ZNF564
ZN629_HUMAN	ZNF629
ZN670_HUMAN	ZNF670
ZN675_HUMAN	ZNF675
ZN709_HUMAN	ZNF709
ZN714_HUMAN	ZNF714
ZN735_HUMAN	ZNF735
ZN763_HUMAN	ZNF763
ZN813_HUMAN	ZNF813
ZN829_HUMAN	ZNF829
ZN830_HUMAN	ZNF830
ZNF35_HUMAN	ZNF35
ZNF79_HUMAN	ZNF79
ZSC16_HUMAN	ZSCAN16
ZSWM7_HUMAN	ZSWIM7
ZWINT_HUMAN	ZWINT
